Time,Node,RSSI,Temp (*C),Pressure (hPa),Rel. Humidity (%),Gas Resistance (KOhm)
1674102214.0041447,0.0,-36.0,9.23,830.86,36.71,19.94
1674102275.3860183,0.0,-34.0,9.19,830.87,37.54,19.62
1674102336.768187,0.0,-34.0,9.13,830.88,38.04,19.42
1674102398.1464925,0.0,-34.0,9.05,830.88,37.91,19.42
1674102459.5283494,0.0,-35.0,8.95,830.88,37.82,19.46
1674102520.9115734,0.0,-34.0,8.8,830.89,38.02,19.66
1674102582.2934885,0.0,-33.0,8.63,830.9,38.2,19.7
1674102643.6764882,0.0,-34.0,8.42,830.92,38.25,20.08
1674102705.0585015,0.0,-34.0,8.18,830.92,38.3,20.29
1674102766.4414864,0.0,-34.0,7.92,830.91,38.42,20.71
1674102827.8246262,0.0,-35.0,7.63,830.9,38.88,21.01
1674102889.208507,0.0,-34.0,7.32,830.89,39.4,21.44
1674102950.5920014,0.0,-34.0,7.0,830.89,39.93,21.7
1674103011.976057,0.0,-34.0,6.67,830.89,40.52,22.07
1674103073.3602893,0.0,-34.0,6.33,830.89,41.09,22.21
1674103134.7442975,0.0,-34.0,5.99,830.9,41.53,22.53
1674103196.1292877,0.0,-34.0,5.65,830.9,41.95,22.95
1674103257.5142913,0.0,-34.0,5.31,830.9,42.36,23.31
1674103318.8982913,0.0,-35.0,4.97,830.89,42.9,23.74
1674103380.2832963,0.0,-36.0,4.63,830.88,43.53,24.0
1674103441.6684391,0.0,-35.0,4.3,830.89,44.21,24.39
1674103503.0544393,0.0,-35.0,3.98,830.89,44.9,24.68
1674103564.439429,0.0,-34.0,3.66,830.9,45.58,24.93
1674103625.8259292,0.0,-34.0,3.36,830.89,46.26,25.13
1674103687.2119305,0.0,-35.0,3.06,830.89,46.79,25.52
1674103748.5979397,0.0,-35.0,2.77,830.88,47.34,25.45
1674103872.6829438,0.0,-34.0,2.22,830.89,48.53,26.02
1674103934.0691063,0.0,-35.0,1.96,830.91,49.09,26.22
1674103995.4551063,0.0,-34.0,1.7,830.92,49.45,26.62
1674104056.8421063,0.0,-34.0,1.46,830.92,49.86,26.82
1674104118.2286057,0.0,-34.0,1.22,830.91,50.32,27.08
1674104179.6156056,0.0,-35.0,0.99,830.91,50.85,27.29
1674104241.0026097,0.0,-35.0,0.77,830.91,51.37,27.4
1674104302.3896065,0.0,-36.0,0.56,830.9,51.88,27.55
1674104363.776609,0.0,-36.0,0.35,830.9,52.33,27.73
1674104425.1636066,0.0,-35.0,0.15,830.9,52.78,27.95
1674104486.5506065,0.0,-35.0,-0.04,830.89,53.28,28.1
1674104547.9381058,0.0,-35.0,-0.22,830.87,53.72,28.33
1674104609.324702,0.0,-35.0,-0.4,830.86,54.19,28.37
1674104670.7122214,0.0,-36.0,-0.57,830.86,54.62,28.7
1674104732.100222,0.0,-35.0,-0.73,830.86,55.03,28.76
1674104793.4872353,0.0,-36.0,-0.88,830.85,55.44,28.88
1674104854.870232,0.0,-35.0,-1.03,830.86,55.81,29.04
1674104916.2584302,0.0,-35.0,-1.18,830.86,56.17,29.24
1674104977.645482,0.0,-35.0,-1.32,830.87,56.46,29.33
1674105039.033412,0.0,-35.0,-1.45,830.88,56.78,29.22
1674105100.4204073,0.0,-35.0,-1.58,830.9,57.12,29.35
1674105161.808407,0.0,-35.0,-1.7,830.92,57.49,29.64
1674105223.1964464,0.0,-35.0,-1.82,830.92,57.82,29.55
1674105284.5835645,0.0,-35.0,-1.94,830.9,58.12,29.53
1674105345.9717493,0.0,-35.0,-2.04,830.92,58.39,29.72
1674105407.36005,0.0,-34.0,-2.15,830.94,58.64,30.02
1674105468.7479835,0.0,-34.0,-2.25,830.93,58.89,29.93
1674105530.1361353,0.0,-35.0,-2.35,830.93,59.14,29.89
1674105591.5242994,0.0,-35.0,-2.44,830.94,59.33,29.98
1674105652.9119482,0.0,-35.0,-2.54,830.96,59.56,30.26
1674105714.3005052,0.0,-35.0,-2.63,830.96,59.82,30.42
1674105775.688524,0.0,-36.0,-2.71,830.96,60.07,30.33
1674105837.0765615,0.0,-35.0,-2.79,830.95,60.3,30.31
1674105898.4654932,0.0,-36.0,-2.87,830.97,60.53,30.44
1674105959.853681,0.0,-36.0,-2.95,830.99,60.71,30.44
1674106021.2374961,0.0,-35.0,-3.03,831.01,60.93,30.5
1674106082.6272755,0.0,-36.0,-3.1,831.03,61.12,30.44
1674106144.0151165,0.0,-36.0,-3.17,831.04,61.3,30.77
1674106205.4040103,0.0,-35.0,-3.23,831.04,61.48,30.75
1674106266.7920532,0.0,-36.0,-3.3,831.04,61.67,30.75
1674106328.1769772,0.0,-35.0,-3.37,831.06,61.83,30.73
1674106389.5649934,0.0,-36.0,-3.43,831.06,61.99,30.84
1674106450.9538906,0.0,-36.0,-3.49,831.06,62.13,30.96
1674106512.3424964,0.0,-36.0,-3.55,831.06,62.26,30.98
1674106573.731517,0.0,-36.0,-3.6,831.06,62.44,30.91
1674106635.1192238,0.0,-35.0,-3.66,831.06,62.63,31.0
1674106696.5084732,0.0,-36.0,-3.72,831.05,62.79,31.28
1674106757.8964975,0.0,-36.0,-3.77,831.05,62.95,31.14
1674106819.2858522,0.0,-36.0,-3.82,831.06,63.12,31.14
1674106880.6747384,0.0,-36.0,-3.87,831.06,63.28,31.21
1674106942.063156,0.0,-35.0,-3.92,831.06,63.47,31.26
1674107003.4520545,0.0,-36.0,-3.97,831.06,63.57,31.35
1674107064.8410738,0.0,-35.0,-4.01,831.05,63.7,31.35
1674107126.230235,0.0,-35.0,-4.06,831.05,63.84,31.35
1674107187.6149967,0.0,-35.0,-4.11,831.05,63.94,31.52
1674107249.0031211,0.0,-35.0,-4.15,831.05,64.11,31.57
1674107310.3920069,0.0,-35.0,-4.19,831.05,64.24,31.64
1674107371.7812862,0.0,-35.0,-4.24,831.06,64.3,31.71
1674107433.1704915,0.0,-35.0,-4.28,831.06,64.36,31.71
1674107494.5595715,0.0,-35.0,-4.32,831.06,64.43,31.85
1674107555.9484227,0.0,-36.0,-4.36,831.06,64.52,31.83
1674107617.3379602,0.0,-34.0,-4.41,831.07,64.68,32.02
1674107678.7264595,0.0,-34.0,-4.45,831.07,64.86,31.85
1674107740.1159441,0.0,-37.0,-4.48,831.08,65.01,32.0
1674107801.5049634,0.0,-38.0,-4.52,831.09,65.14,32.0
1674107862.8940096,0.0,-37.0,-4.56,831.08,65.25,32.02
1674107924.282864,0.0,-35.0,-4.6,831.09,65.36,32.1
1674107985.6721618,0.0,-37.0,-4.63,831.1,65.5,32.17
1674108047.0571675,0.0,-36.0,-4.66,831.1,65.63,32.17
1674108108.446514,0.0,-36.0,-4.7,831.1,65.78,32.2
1674108169.8354616,0.0,-36.0,-4.73,831.1,65.9,32.22
1674108231.224614,0.0,-36.0,-4.76,831.11,66.02,32.25
1674108292.6145015,0.0,-34.0,-4.79,831.11,66.12,32.27
1674108353.9975505,0.0,-36.0,-4.81,831.12,66.21,32.25
1674108415.3865595,0.0,-35.0,-4.84,831.12,66.29,32.25
1674108476.7756593,0.0,-35.0,-4.86,831.11,66.37,32.37
1674108538.165001,0.0,-35.0,-4.89,831.09,66.47,32.27
1674108599.553983,0.0,-36.0,-4.91,831.09,66.54,32.3
1674108660.9391558,0.0,-36.0,-4.93,831.09,66.64,32.42
1674108722.3281753,0.0,-36.0,-4.95,831.09,66.75,32.37
1674108783.7177007,0.0,-36.0,-4.97,831.09,66.84,32.47
1674108845.1069603,0.0,-35.0,-4.99,831.09,66.93,32.47
1674108906.4960015,0.0,-36.0,-5.01,831.1,66.99,32.6
1674108967.8815439,0.0,-35.0,-5.03,831.1,67.01,32.7
1674109029.2705035,0.0,-36.0,-5.05,831.11,67.05,32.7
1674109090.659186,0.0,-36.0,-5.06,831.13,67.11,32.7
1674109152.0494554,0.0,-35.0,-5.08,831.15,67.16,32.78
1674109213.4385784,0.0,-36.0,-5.09,831.16,67.24,32.91
1674109274.8276513,0.0,-36.0,-5.11,831.17,67.34,32.75
1674109336.2166262,0.0,-36.0,-5.12,831.19,67.44,32.73
1674109397.6055942,0.0,-36.0,-5.14,831.2,67.54,32.86
1674109458.9959912,0.0,-36.0,-5.15,831.21,67.61,32.7
1674109520.3849847,0.0,-36.0,-5.17,831.23,67.68,32.83
1674109581.7739124,0.0,-36.0,-5.18,831.24,67.72,32.78
1674109643.1632986,0.0,-36.0,-5.19,831.25,67.74,32.88
1674109704.553004,0.0,-36.0,-5.2,831.26,67.75,32.88
1674109765.9425488,0.0,-36.0,-5.21,831.28,67.78,32.83
1674109827.3271968,0.0,-35.0,-5.22,831.28,67.79,32.7
1674109888.7165737,0.0,-36.0,-5.23,831.28,67.79,32.78
1674109950.1066496,0.0,-36.0,-5.25,831.28,67.8,32.8
1674110011.495689,0.0,-36.0,-5.26,831.28,67.82,32.99
1674110072.8844848,0.0,-36.0,-5.27,831.29,67.88,33.09
1674110134.2696955,0.0,-35.0,-5.28,831.3,67.95,33.14
1674110195.6595821,0.0,-31.0,-5.29,831.31,67.97,33.25
1674110257.0487328,0.0,-35.0,-5.3,831.32,67.99,33.3
1674110318.4380782,0.0,-36.0,-5.31,831.31,67.99,33.3
1674110379.82801,0.0,-34.0,-5.33,831.3,68.01,33.38
1674110441.2170577,0.0,-35.0,-5.34,831.28,68.04,33.41
1674110502.6059933,0.0,-36.0,-5.35,831.27,68.09,33.28
1674110563.995387,0.0,-37.0,-5.36,831.27,68.11,33.3
1674110625.3854907,0.0,-36.0,-5.37,831.27,68.09,33.54
1674110686.774652,0.0,-36.0,-5.39,831.27,68.03,33.44
1674110748.163696,0.0,-36.0,-5.4,831.29,67.93,33.57
1674110809.553636,0.0,-35.0,-5.42,831.29,67.83,33.71
1674110870.9424584,0.0,-36.0,-5.44,831.29,67.76,33.76
1674110932.3327193,0.0,-35.0,-5.46,831.28,67.7,33.79
1674110993.722094,0.0,-36.0,-5.48,831.27,67.64,33.62
1674111055.1115704,0.0,-36.0,-5.5,831.27,67.6,33.71
1674111116.5010238,0.0,-35.0,-5.52,831.28,67.56,33.73
1674111177.889992,0.0,-35.0,-5.55,831.27,67.53,33.84
1674111239.28004,0.0,-35.0,-5.57,831.26,67.53,33.98
1674111300.6689878,0.0,-35.0,-5.59,831.26,67.56,33.84
1674111362.0590239,0.0,-35.0,-5.62,831.26,67.59,33.73
1674111423.4480896,0.0,-35.0,-5.64,831.25,67.61,33.71
1674111484.8385735,0.0,-35.0,-5.67,831.25,67.62,33.73
1674111546.2275383,0.0,-34.0,-5.69,831.25,67.58,33.79
1674111607.617316,0.0,-35.0,-5.72,831.24,67.54,33.73
1674111669.0064833,0.0,-35.0,-5.74,831.23,67.55,33.84
1674111730.3965952,0.0,-35.0,-5.76,831.23,67.54,33.9
1674111791.7866814,0.0,-35.0,-5.79,831.21,67.59,33.87
1674111853.1720119,0.0,-35.0,-5.81,831.21,67.65,33.95
1674111914.5620859,0.0,-35.0,-5.83,831.22,67.71,33.95
1674111975.9511106,0.0,-35.0,-5.86,831.21,67.76,33.98
1674112037.3412147,0.0,-35.0,-5.88,831.21,67.78,33.87
1674112098.7309844,0.0,-35.0,-5.9,831.21,67.77,34.09
1674112160.120491,0.0,-35.0,-5.92,831.22,67.77,34.09
1674112221.5104353,0.0,-35.0,-5.94,831.21,67.77,34.06
1674112282.9005787,0.0,-35.0,-5.97,831.22,67.79,34.17
1674112344.2896373,0.0,-35.0,-5.99,831.22,67.82,34.23
1674112405.6757097,0.0,-35.0,-6.01,831.23,67.85,34.31
1674112467.0656164,0.0,-35.0,-6.02,831.21,67.87,34.34
1674112528.45557,0.0,-35.0,-6.04,831.2,67.9,34.43
1674112589.8449938,0.0,-35.0,-6.06,831.19,67.93,34.6
1674112651.2350197,0.0,-35.0,-6.08,831.18,67.98,34.4
1674112712.6249933,0.0,-35.0,-6.1,831.19,68.03,34.63
1674112774.015013,0.0,-34.0,-6.12,831.19,68.04,34.51
1674112835.4040482,0.0,-35.0,-6.13,831.19,68.1,34.68
1674112896.7940059,0.0,-35.0,-6.15,831.19,68.16,34.8
1674112958.1800485,0.0,-35.0,-6.16,831.19,68.19,34.63
1674113019.570088,0.0,-35.0,-6.18,831.19,68.21,34.63
1674113080.9592588,0.0,-35.0,-6.19,831.19,68.26,34.57
1674113142.3495743,0.0,-35.0,-6.2,831.2,68.28,34.89
1674113203.7395225,0.0,-35.0,-6.21,831.21,68.33,34.74
1674113265.1295602,0.0,-36.0,-6.22,831.22,68.35,34.95
1674113326.5192444,0.0,-34.0,-6.23,831.23,68.35,34.74
1674113387.9089966,0.0,-34.0,-6.24,831.24,68.37,34.89
1674113449.2986145,0.0,-35.0,-6.25,831.23,68.4,34.83
1674113510.6888816,0.0,-34.0,-6.26,831.22,68.43,34.83
1674113572.0790157,0.0,-34.0,-6.27,831.22,68.48,35.0
1674113633.4680123,0.0,-35.0,-6.28,831.22,68.52,34.92
1674113694.8580053,0.0,-35.0,-6.29,831.23,68.51,35.09
1674113756.2483327,0.0,-35.0,-6.3,831.21,68.45,34.92
1674113817.638466,0.0,-35.0,-6.31,831.21,68.38,34.77
1674113879.0284846,0.0,-35.0,-6.32,831.23,68.31,34.95
1674113940.4174669,0.0,-35.0,-6.33,831.22,68.21,35.06
1674114001.807544,0.0,-35.0,-6.34,831.2,68.11,34.92
1674114063.1975904,0.0,-35.0,-6.35,831.19,68.03,35.09
1674114124.5874443,0.0,-35.0,-6.37,831.21,67.97,35.03
1674114185.9775674,0.0,-35.0,-6.38,831.2,67.96,35.09
1674114247.3675916,0.0,-35.0,-6.4,831.18,67.9,35.18
1674114308.7581284,0.0,-34.0,-6.42,831.16,67.82,35.3
1674114370.1480389,0.0,-34.0,-6.43,831.17,67.78,35.39
1674114431.5380557,0.0,-34.0,-6.45,831.17,67.78,35.39
1674114492.9269962,0.0,-34.0,-6.47,831.17,67.78,35.36
1674114554.3170354,0.0,-35.0,-6.49,831.18,67.77,35.51
1674114615.7070549,0.0,-35.0,-6.5,831.2,67.74,35.45
1674114677.097493,0.0,-34.0,-6.52,831.21,67.69,35.51
1674114738.4874918,0.0,-35.0,-6.54,831.2,67.63,35.45
1674114799.8776894,0.0,-35.0,-6.56,831.18,67.57,35.66
1674114861.267526,0.0,-35.0,-6.58,831.17,67.56,35.72
1674114922.657504,0.0,-35.0,-6.61,831.19,67.56,35.91
1674114984.0477922,0.0,-34.0,-6.63,831.21,67.54,35.51
1674115045.4380057,0.0,-34.0,-6.65,831.21,67.47,35.75
1674115106.8240502,0.0,-34.0,-6.67,831.2,67.42,36.06
1674115168.2141316,0.0,-35.0,-6.69,831.2,67.4,36.03
1674115229.6042442,0.0,-35.0,-6.72,831.22,67.4,36.13
1674115290.995012,0.0,-35.0,-6.74,831.21,67.4,36.16
1674146138.4124103,0.0,-35.0,-2.47,833.67,51.57,30.82
1674146510.1207519,0.0,-39.0,-2.25,833.66,51.33,30.44
1674146571.507698,0.0,-37.0,-2.21,833.66,51.24,30.53
1674146632.8955777,0.0,-39.0,-2.18,833.65,51.15,30.57
1674146694.2826893,0.0,-36.0,-2.14,833.63,51.12,30.44
1674146755.6698039,0.0,-34.0,-2.1,833.62,51.1,30.46
1674146817.057802,0.0,-35.0,-2.06,833.63,51.02,30.57
1674146878.4452324,0.0,-35.0,-2.03,833.63,50.88,30.42
1674146939.8320746,0.0,-36.0,-1.99,833.63,50.75,30.31
1674147001.2202291,0.0,-36.0,-1.94,833.64,50.64,30.31
1674147062.6072114,0.0,-37.0,-1.9,833.64,50.59,30.13
1674147123.9943001,0.0,-37.0,-1.86,833.64,50.49,30.15
1674147185.381216,0.0,-40.0,-1.81,833.62,50.45,30.04
1674147246.7693353,0.0,-39.0,-1.77,833.61,50.41,30.09
1674147308.1564393,0.0,-37.0,-1.72,833.6,50.36,30.07
1674147369.5437698,0.0,-37.0,-1.67,833.6,50.28,29.68
1674147430.9307287,0.0,-35.0,-1.62,833.59,50.17,29.7
1674147492.3176491,0.0,-38.0,-1.57,833.58,50.07,29.68
1674147553.7048016,0.0,-40.0,-1.51,833.57,49.95,29.58
1674147615.0921874,0.0,-38.0,-1.46,833.56,49.88,29.39
1674147676.4791174,0.0,-37.0,-1.4,833.55,49.77,29.31
1674147737.8662646,0.0,-37.0,-1.34,833.56,49.65,29.08
1674147799.2532134,0.0,-37.0,-1.28,833.55,49.54,29.08
1674147860.6403284,0.0,-36.0,-1.23,833.56,49.46,28.92
1674147922.0272121,0.0,-36.0,-1.17,833.57,49.37,28.82
1674147983.414264,0.0,-36.0,-1.11,833.58,49.28,28.47
1674148044.8015034,0.0,-36.0,-1.05,833.59,49.2,28.56
1674148106.1886022,0.0,-36.0,-0.99,833.6,49.13,28.5
1674148167.5756338,0.0,-36.0,-0.93,833.61,49.04,28.39
1674148228.962299,0.0,-36.0,-0.87,833.62,48.97,28.25
1674148290.3487291,0.0,-36.0,-0.81,833.62,48.85,28.22
1674148351.7356834,0.0,-36.0,-0.74,833.62,48.73,28.1
1674148413.1227734,0.0,-36.0,-0.68,833.63,48.67,28.29
1674148474.5097294,0.0,-36.0,-0.62,833.64,48.63,27.9
1674148535.8957863,0.0,-36.0,-0.55,833.66,48.59,28.03
1674148597.2831879,0.0,-37.0,-0.49,833.67,48.53,27.9
1674148658.6688988,0.0,-37.0,-0.42,833.68,48.5,27.8
1674148720.0562332,0.0,-37.0,-0.35,833.69,48.47,27.75
1674148781.443195,0.0,-36.0,-0.29,833.7,48.44,27.58
1674148842.8292534,0.0,-39.0,-0.21,833.7,48.41,27.49
1674148904.216205,0.0,-36.0,-0.14,833.7,48.39,27.55
1674148965.602591,0.0,-36.0,-0.07,833.71,48.36,27.42
1674149026.9892755,0.0,-36.0,-0.0,833.72,48.35,27.33
1674149088.375388,0.0,-36.0,0.07,833.72,48.32,27.15
1674149149.7616608,0.0,-36.0,0.14,833.73,48.28,27.01
1674149211.1487112,0.0,-36.0,0.21,833.74,48.2,26.8
1674149272.5347707,0.0,-36.0,0.28,833.75,48.13,26.68
1674149333.920804,0.0,-36.0,0.35,833.75,48.0,26.43
1674149395.3076823,0.0,-37.0,0.41,833.75,47.95,26.3
1674149456.6937666,0.0,-44.0,0.47,833.75,47.97,26.26
1674149518.0801334,0.0,-38.0,0.52,833.75,48.01,25.97
1674149579.466689,0.0,-39.0,0.59,833.74,47.95,25.86
1674149640.853355,0.0,-39.0,0.65,833.74,47.85,25.84
1674149702.2389836,0.0,-38.0,0.71,833.74,47.73,25.76
1674149763.6251178,0.0,-37.0,0.77,833.75,47.59,25.59
1674149825.0112174,0.0,-39.0,0.84,833.75,47.38,25.6
1674149886.3978052,0.0,-37.0,0.9,833.75,47.09,25.67
1674149947.7841847,0.0,-38.0,0.97,833.75,46.8,25.62
1674150009.1707153,0.0,-37.0,1.03,833.74,46.5,25.51
1674150070.5567315,0.0,-37.0,1.09,833.74,46.23,25.65
1674150131.9386823,0.0,-38.0,1.16,833.74,45.94,25.59
1674150193.3246799,0.0,-41.0,1.22,833.74,45.67,25.42
1674150254.7107675,0.0,-40.0,1.28,833.74,45.33,25.54
1674150316.0971177,0.0,-41.0,1.35,833.75,45.0,25.32
1674150377.4827473,0.0,-42.0,1.41,833.76,44.79,25.31
1674150438.8686414,0.0,-43.0,1.47,833.76,44.62,25.34
1674150500.2542195,0.0,-43.0,1.53,833.76,44.46,25.23
1674150561.6401513,0.0,-38.0,1.59,833.77,44.28,25.25
1674150623.026208,0.0,-39.0,1.65,833.77,44.08,25.14
1674150684.4122665,0.0,-37.0,1.71,833.78,43.85,25.11
1674150745.7982795,0.0,-36.0,1.77,833.79,43.57,25.08
1674150807.1833553,0.0,-43.0,1.83,833.79,43.34,25.01
1674150868.569544,0.0,-42.0,1.89,833.79,43.15,24.92
1674150929.9552145,0.0,-39.0,1.94,833.78,42.98,24.86
1674150991.3412714,0.0,-39.0,2.0,833.77,42.8,24.84
1674151052.7266207,0.0,-38.0,2.06,833.78,42.62,24.61
1674151114.1126413,0.0,-38.0,2.11,833.78,42.42,24.62
1674151175.4986851,0.0,-40.0,2.17,833.78,42.27,24.43
1674151236.8837447,0.0,-40.0,2.22,833.77,42.13,24.42
1674151298.269712,0.0,-37.0,2.28,833.75,42.03,24.38
1674151359.6550884,0.0,-39.0,2.33,833.74,41.93,24.26
1674151421.0412164,0.0,-36.0,2.39,833.73,41.78,24.19
1674151482.4262037,0.0,-40.0,2.44,833.71,41.64,24.1
1674151543.8122332,0.0,-40.0,2.5,833.7,41.49,23.99
1674151605.1972144,0.0,-37.0,2.55,833.69,41.33,24.01
1674151666.5832353,0.0,-36.0,2.61,833.69,41.22,23.9
1674151727.968395,0.0,-37.0,2.66,833.68,41.1,23.65
1674151789.354204,0.0,-41.0,2.71,833.69,40.94,23.54
1674151850.7394686,0.0,-40.0,2.76,833.68,40.74,23.52
1674151912.1252344,0.0,-40.0,2.81,833.66,40.57,23.54
1674151973.51078,0.0,-40.0,2.87,833.65,40.43,23.38
1674152034.8956819,0.0,-40.0,2.92,833.64,40.28,23.38
1674152096.2807834,0.0,-39.0,2.97,833.63,40.1,23.41
1674152157.666686,0.0,-34.0,3.02,833.61,39.98,23.33
1674152219.0518203,0.0,-42.0,3.06,833.6,39.88,23.33
1674152280.4371164,0.0,-42.0,3.11,833.59,39.68,23.46
1674152341.8227153,0.0,-42.0,3.15,833.58,39.6,23.36
1674152403.2078032,0.0,-39.0,3.19,833.57,39.52,23.36
1674152464.5936685,0.0,-40.0,3.23,833.55,39.39,23.38
1674152525.9780707,0.0,-39.0,3.27,833.53,39.16,23.31
1674152587.3633235,0.0,-41.0,3.31,833.51,38.96,23.31
1674152648.7482374,0.0,-42.0,3.35,833.5,38.82,23.31
1674152710.1305733,0.0,-43.0,3.38,833.48,38.71,23.41
1674152771.515403,0.0,-39.0,3.42,833.47,38.55,23.23
1674152832.9003038,0.0,-37.0,3.46,833.47,38.42,23.13
1674152894.2853203,0.0,-43.0,3.49,833.46,38.33,23.25
1674152955.6706529,0.0,-41.0,3.53,833.45,38.21,23.33
1674153017.0559535,0.0,-36.0,3.57,833.45,38.12,23.31
1674153078.4409146,0.0,-36.0,3.61,833.43,38.06,23.28
1674153139.825713,0.0,-40.0,3.64,833.44,37.96,23.15
1674153201.2108254,0.0,-33.0,3.68,833.44,37.87,23.23
1674153262.5962346,0.0,-34.0,3.72,833.44,37.8,23.15
1674153323.9813018,0.0,-35.0,3.75,833.44,37.7,23.07
1674153385.3662417,0.0,-34.0,3.79,833.43,37.68,22.92
1674153446.7512157,0.0,-36.0,3.82,833.43,37.69,22.9
1674153508.1360774,0.0,-36.0,3.86,833.42,37.77,22.85
1674153569.5213008,0.0,-34.0,3.89,833.41,37.75,22.87
1674153630.906309,0.0,-34.0,3.92,833.41,37.69,22.87
1674153692.291569,0.0,-34.0,3.95,833.4,37.61,22.92
1674153753.6766365,0.0,-34.0,3.98,833.4,37.55,22.82
1674153815.0618358,0.0,-34.0,4.01,833.39,37.53,22.87
1674153876.4467173,0.0,-36.0,4.04,833.4,37.5,22.87
1674153937.8318038,0.0,-35.0,4.07,833.4,37.46,22.82
1674153999.216765,0.0,-36.0,4.1,833.41,37.44,22.7
1674154060.6016734,0.0,-36.0,4.13,833.41,37.42,22.72
1674154121.9867678,0.0,-35.0,4.16,833.42,37.39,22.6
1674154183.3719368,0.0,-36.0,4.19,833.43,37.32,22.6
1674154244.756226,0.0,-35.0,4.22,833.44,37.27,22.38
1674154306.141233,0.0,-36.0,4.25,833.44,37.21,22.55
1674154367.522249,0.0,-37.0,4.28,833.45,37.23,22.38
1674154428.9070005,0.0,-41.0,4.3,833.46,37.21,22.48
1674154490.2922957,0.0,-40.0,4.33,833.47,37.17,22.36
1674154551.677311,0.0,-40.0,4.36,833.48,37.17,22.36
1674154613.0616696,0.0,-34.0,4.39,833.49,37.21,22.33
1674154674.442254,0.0,-36.0,4.41,833.49,37.3,22.26
1674154735.8274524,0.0,-33.0,4.44,833.51,37.34,22.12
1674154797.2128255,0.0,-34.0,4.46,833.51,37.36,22.19
1674154858.5966897,0.0,-33.0,4.49,833.52,37.36,22.14
1674154919.981762,0.0,-33.0,4.51,833.53,37.35,22.24
1674154981.3667552,0.0,-38.0,4.54,833.54,37.36,22.28
1674155042.7518337,0.0,-33.0,4.56,833.54,37.35,22.36
1674155104.1360703,0.0,-36.0,4.59,833.55,37.33,22.38
1674155165.521262,0.0,-37.0,4.61,833.55,37.32,22.38
1674155289.0122473,0.0,-34.0,5.59,833.5,37.36,28.41
1674155350.397016,0.0,-39.0,5.39,833.51,37.44,25.97
1674174448.7256916,0.0,-41.0,19.33,834.85,15.42,15.24
1674174509.7619636,0.0,-37.0,18.17,834.85,16.52,15.19
1674174571.142734,0.0,-36.0,16.85,834.85,17.67,15.75
1674174632.5249481,0.0,-36.0,15.48,834.85,18.97,16.49
1674174693.904193,0.0,-35.0,14.11,834.85,20.36,17.33
