Time,Node,RSSI,Temp (*C),Pressure (hPa),Rel. Humidity (%),Gas Resistance (KOhm)
1674219455.6816232,0.0,-37.0,-3.81,839.29,61.56,30.17
1674219517.0712104,0.0,-36.0,-3.81,839.29,61.72,30.22
1674219578.4607127,0.0,-37.0,-3.81,839.3,61.9,30.17
1674219639.8498783,0.0,-37.0,-3.81,839.31,62.05,30.13
1674219701.239874,0.0,-37.0,-3.81,839.32,62.19,30.11
1674219762.6282551,0.0,-37.0,-3.81,839.33,62.3,30.07
1674219824.0181046,0.0,-37.0,-3.81,839.34,62.34,29.96
1674219885.40776,0.0,-37.0,-3.81,839.35,62.28,29.93
1674219946.7969487,0.0,-37.0,-3.81,839.35,62.11,30.0
1674220008.58939,0.0,-37.0,-3.81,839.37,62.01,30.07
1674220069.979084,0.0,-37.0,-3.81,839.38,61.95,30.09
1674220131.3680372,0.0,-37.0,-3.81,839.39,61.86,30.33
1674220192.7577367,0.0,-37.0,-3.82,839.4,61.72,30.44
1674220254.1464796,0.0,-36.0,-3.82,839.41,61.64,30.26
1674220315.5362196,0.0,-37.0,-3.81,839.41,61.6,30.24
1674220376.9260058,0.0,-37.0,-3.81,839.41,61.58,30.24
1674220438.3151877,0.0,-37.0,-3.81,839.42,61.64,30.13
1674220499.700852,0.0,-36.0,-3.81,839.42,61.82,30.22
1674220561.0905101,0.0,-37.0,-3.81,839.41,61.96,30.04
1674220622.479073,0.0,-36.0,-3.81,839.42,62.02,30.13
1674220683.8686798,0.0,-36.0,-3.81,839.44,61.96,30.31
1674220745.2578378,0.0,-37.0,-3.8,839.44,61.92,30.15
1674220806.646872,0.0,-37.0,-3.8,839.45,61.96,29.98
1674220868.0364158,0.0,-36.0,-3.8,839.46,61.98,30.28
1674220929.4253623,0.0,-36.0,-3.8,839.46,62.0,30.13
1674220990.8144193,0.0,-36.0,-3.8,839.47,62.0,30.09
1674221052.20392,0.0,-36.0,-3.81,839.48,61.97,30.13
1674221113.588358,0.0,-37.0,-3.81,839.49,61.9,30.11
1674221174.9783778,0.0,-37.0,-3.81,839.49,61.67,30.07
1674221236.366806,0.0,-37.0,-3.81,839.48,61.49,30.09
1674221297.7560453,0.0,-37.0,-3.82,839.49,61.42,30.22
1674221359.1454473,0.0,-37.0,-3.83,839.49,61.34,30.26
1674221420.534522,0.0,-37.0,-3.84,839.49,61.29,30.33
1674221481.9237907,0.0,-37.0,-3.85,839.49,60.28,30.24
1674221606.0169933,0.0,-36.0,-3.86,839.49,60.04,30.26
1674221667.4056113,0.0,-37.0,-3.86,839.49,60.1,30.22
1674221728.794896,0.0,-36.0,-3.87,839.49,59.67,30.33
1674221790.1843827,0.0,-36.0,-3.87,839.49,59.03,30.39
1674221851.5728104,0.0,-36.0,-3.87,839.49,58.53,30.68
1674221912.9621503,0.0,-37.0,-3.87,839.49,57.45,31.05
1674221974.3514867,0.0,-37.0,-3.87,839.49,56.62,31.26
1674222035.7399292,0.0,-37.0,-3.88,839.5,56.33,31.47
1674222097.1292565,0.0,-36.0,-3.89,839.51,55.96,31.98
1674222158.5186834,0.0,-36.0,-3.89,839.51,55.43,32.02
1674222219.9079845,0.0,-37.0,-3.9,839.53,55.36,32.35
1674222281.7068875,0.0,-36.0,-3.9,839.54,55.51,32.22
1674222343.0962446,0.0,-36.0,-3.91,839.55,55.8,32.3
1674222404.48521,0.0,-36.0,-3.91,839.56,56.07,32.32
1674222465.8740664,0.0,-36.0,-3.91,839.56,56.35,32.35
1674222527.263509,0.0,-36.0,-3.91,839.57,56.12,32.65
1674222588.6526716,0.0,-37.0,-3.91,839.58,55.77,32.83
1674222650.0409448,0.0,-37.0,-3.92,839.58,55.55,32.52
1674222711.4306257,0.0,-36.0,-3.92,839.58,56.1,32.4
1674222772.8199272,0.0,-36.0,-3.92,839.59,56.52,32.3
1674222834.208159,0.0,-36.0,-3.93,839.61,56.89,32.2
1674222895.5977645,0.0,-36.0,-3.93,839.62,57.1,32.32
1674222956.9868407,0.0,-36.0,-3.93,839.63,57.16,32.17
1674223018.376002,0.0,-36.0,-3.93,839.65,57.1,32.15
1674223079.7642398,0.0,-36.0,-3.93,839.67,57.36,32.02
1674223141.1535397,0.0,-36.0,-3.93,839.69,57.73,31.83
1674223202.5432417,0.0,-36.0,-3.93,839.7,58.22,31.45
1674223263.9325154,0.0,-36.0,-3.93,839.73,58.65,31.35
1674223325.3210099,0.0,-36.0,-3.92,839.73,58.95,31.28
1674223386.7101593,0.0,-36.0,-3.92,839.74,58.92,31.28
1674223448.0984154,0.0,-36.0,-3.92,839.75,58.79,31.26
1674223509.4835827,0.0,-36.0,-3.92,839.76,58.78,31.19
1674223570.8731718,0.0,-37.0,-3.92,839.77,59.0,31.16
1674223632.2625086,0.0,-37.0,-3.92,839.78,59.2,30.42
1674223693.650778,0.0,-36.0,-3.92,839.79,59.41,29.64
1674223755.0399222,0.0,-36.0,-3.92,839.8,59.5,29.68
1674223816.429044,0.0,-37.0,-3.91,839.8,59.58,29.58
1674223877.8172486,0.0,-37.0,-3.91,839.82,59.66,29.37
1674223939.2064106,0.0,-37.0,-3.91,839.83,59.86,29.22
1674224000.59578,0.0,-37.0,-3.91,839.84,60.08,29.12
1674224062.6183271,0.0,-37.0,-3.91,839.86,60.18,29.16
1674224124.0075061,0.0,-37.0,-3.91,839.88,60.23,29.14
1674224185.3958004,0.0,-37.0,-3.92,839.9,60.25,29.18
1674224246.7848434,0.0,-37.0,-3.92,839.91,60.35,29.2
1674224308.1740696,0.0,-37.0,-3.92,839.92,60.49,29.28
1674224369.5582352,0.0,-37.0,-3.92,839.92,60.53,29.31
1674224430.947513,0.0,-37.0,-3.92,839.93,60.51,29.31
1674224492.3366692,0.0,-37.0,-3.93,839.94,60.5,29.39
1674224553.7262537,0.0,-37.0,-3.93,839.94,60.47,29.35
1674224615.114393,0.0,-37.0,-3.93,839.94,60.38,29.68
1674224676.50352,0.0,-36.0,-3.93,839.94,60.3,29.66
1674224737.8927312,0.0,-37.0,-3.93,839.94,60.28,29.62
1674224799.2808855,0.0,-37.0,-3.93,839.95,60.26,29.74
1674224860.66993,0.0,-37.0,-3.93,839.96,60.27,29.45
1674224922.0593636,0.0,-37.0,-3.92,839.96,60.89,28.84
1674224983.4474251,0.0,-37.0,-3.91,839.96,61.14,28.16
1674225044.8368957,0.0,-37.0,-3.91,839.96,60.86,28.12
1674225106.22613,0.0,-37.0,-3.9,839.96,60.63,28.1
1674225167.6147902,0.0,-37.0,-3.89,839.97,60.29,28.43
1674225229.00361,0.0,-37.0,-3.88,839.97,59.32,28.96
1674225290.3924253,0.0,-37.0,-3.87,839.97,58.26,29.47
1674225351.7807739,0.0,-37.0,-3.87,839.97,57.62,30.13
1674225413.1702127,0.0,-37.0,-3.87,839.98,57.44,30.31
1674225474.5589814,0.0,-36.0,-3.88,839.99,57.06,30.57
1674225535.948556,0.0,-37.0,-3.89,840.0,56.59,30.71
1674225597.3367457,0.0,-37.0,-3.9,840.02,56.95,30.48
1674225658.7257993,0.0,-37.0,-3.91,840.03,57.21,30.59
1674225720.1147702,0.0,-37.0,-3.92,840.03,57.28,30.66
1674225781.5032804,0.0,-37.0,-3.93,840.05,57.26,30.8
1674225842.8920686,0.0,-37.0,-3.93,840.05,57.34,31.0
1674225904.2812119,0.0,-37.0,-3.94,840.07,57.64,29.87
1674225965.6702883,0.0,-37.0,-3.93,840.08,57.74,29.72
1674226027.0586987,0.0,-37.0,-3.93,840.08,57.68,29.72
1674226088.4477563,0.0,-36.0,-3.93,840.09,57.54,29.87
1674226149.8370922,0.0,-36.0,-3.92,840.1,57.38,29.93
1674226211.2251813,0.0,-37.0,-3.91,840.11,57.3,30.04
1674226272.6141963,0.0,-36.0,-3.9,840.12,57.33,30.11
1674226334.00387,0.0,-36.0,-3.88,840.14,57.35,30.19
1674226395.3916147,0.0,-37.0,-3.86,840.15,57.32,30.11
1674226456.7810194,0.0,-37.0,-3.84,840.16,57.2,30.28
1674226518.1700547,0.0,-37.0,-3.82,840.17,57.22,30.26
1674226579.5582626,0.0,-37.0,-3.81,840.19,57.38,30.42
1674226640.9471607,0.0,-37.0,-3.78,840.21,57.41,30.17
1674226702.3358772,0.0,-37.0,-3.76,840.23,57.41,30.17
1674226763.7244692,0.0,-37.0,-3.74,840.24,57.33,30.26
1674226825.1094615,0.0,-37.0,-3.72,840.27,57.3,30.42
1674226886.497672,0.0,-37.0,-3.7,840.3,57.41,30.39
1674226947.8871522,0.0,-37.0,-3.68,840.32,57.53,30.33
1674227009.2752047,0.0,-37.0,-3.65,840.34,57.59,30.19
1674227070.6639936,0.0,-37.0,-3.63,840.37,57.53,30.17
1674227132.0523229,0.0,-37.0,-3.6,840.38,57.5,30.24
1674227193.440899,0.0,-37.0,-3.58,840.4,57.47,30.13
1674227254.8299189,0.0,-37.0,-3.56,840.42,57.45,30.13
1674227316.2181034,0.0,-37.0,-3.53,840.45,57.51,29.96
1674227377.6071544,0.0,-36.0,-3.51,840.48,57.5,30.0
1674227438.9951875,0.0,-36.0,-3.48,840.49,57.44,29.89
1674227500.384112,0.0,-36.0,-3.46,840.51,57.38,29.74
1674227561.772486,0.0,-36.0,-3.44,840.53,57.34,29.91
1674227623.1613808,0.0,-36.0,-3.41,840.53,57.39,29.89
1674227684.5494447,0.0,-36.0,-3.38,840.54,57.49,29.98
1674227745.9382992,0.0,-37.0,-3.35,840.54,57.33,29.87
1674227807.3270578,0.0,-36.0,-3.32,840.53,56.77,30.0
1674227868.7151818,0.0,-36.0,-3.3,840.53,56.37,30.28
1674227930.1031888,0.0,-36.0,-3.27,840.53,55.78,30.31
1674227991.4913588,0.0,-36.0,-3.24,840.53,55.14,30.73
1674228052.880306,0.0,-36.0,-3.22,840.54,54.29,30.66
1674228114.2683835,0.0,-36.0,-3.19,840.55,53.57,30.75
1674228175.6565025,0.0,-36.0,-3.17,840.56,53.0,30.8
1674228237.0453568,0.0,-37.0,-3.14,840.56,52.49,30.93
1674228298.4340105,0.0,-36.0,-3.12,840.57,51.89,31.07
1674228359.8220198,0.0,-37.0,-3.09,840.57,51.68,30.89
1674228421.2099648,0.0,-37.0,-3.06,840.58,51.47,30.84
1674228482.5991373,0.0,-37.0,-3.02,840.59,51.04,30.89
1674228543.9872346,0.0,-37.0,-2.99,840.6,50.75,30.93
1674228605.3752344,0.0,-37.0,-2.96,840.6,50.33,30.91
1674228666.7632487,0.0,-37.0,-2.92,840.6,49.89,30.84
1674228728.151769,0.0,-37.0,-2.89,840.61,49.63,31.05
1674228789.5398238,0.0,-37.0,-2.87,840.61,49.6,30.86
1674228850.9284265,0.0,-37.0,-2.84,840.62,49.68,30.84
1674228912.316779,0.0,-37.0,-2.81,840.63,49.55,30.62
1674228973.7049172,0.0,-37.0,-2.78,840.62,49.54,30.66
1674229035.0930493,0.0,-37.0,-2.75,840.63,49.45,30.62
1674229096.4810624,0.0,-40.0,-2.72,840.63,49.27,30.68
1674229157.8691905,0.0,-37.0,-2.69,840.63,49.04,30.62
1674229219.257663,0.0,-37.0,-2.66,840.63,48.77,30.53
1674229280.6455727,0.0,-37.0,-2.62,840.64,48.6,30.46
1674229342.0336797,0.0,-36.0,-2.59,840.64,48.5,30.55
1674229403.4217596,0.0,-37.0,-2.56,840.65,48.53,30.53
1674229464.809734,0.0,-37.0,-2.53,840.66,48.43,30.98
1674229526.1967406,0.0,-37.0,-2.51,840.67,48.11,30.73
1674229587.584814,0.0,-37.0,-2.49,840.68,47.82,30.71
1674229648.972867,0.0,-39.0,-2.48,840.68,47.88,30.42
1674229710.3610008,0.0,-37.0,-2.47,840.68,48.01,30.28
1674229771.749398,0.0,-37.0,-2.47,840.68,47.97,30.42
1674229833.137584,0.0,-37.0,-2.46,840.69,48.15,30.33
1674229894.5254824,0.0,-36.0,-2.45,840.7,48.07,30.48
1674229955.9135213,0.0,-37.0,-2.44,840.71,47.95,30.13
1674230017.3014855,0.0,-37.0,-2.43,840.71,48.07,30.17
1674230078.688737,0.0,-37.0,-2.41,840.72,48.27,30.28
1674230140.076936,0.0,-36.0,-2.4,840.73,48.02,30.13
1674230201.4650576,0.0,-36.0,-2.38,840.73,47.8,29.98
1674230262.8528852,0.0,-36.0,-2.37,840.74,47.92,30.15
1674230324.2410703,0.0,-36.0,-2.35,840.75,48.1,30.19
1674230385.629218,0.0,-36.0,-2.33,840.75,48.18,30.15
1674230447.0161917,0.0,-35.0,-2.31,840.75,48.29,29.93
1674230508.40465,0.0,-36.0,-2.29,840.74,48.19,29.93
1674230569.7926807,0.0,-36.0,-2.27,840.74,48.35,29.62
1674230631.1807,0.0,-36.0,-2.25,840.75,48.5,28.27
1674230692.5686517,0.0,-36.0,-2.22,840.75,48.27,28.03
1674230753.9568439,0.0,-35.0,-2.19,840.77,47.8,28.29
1674230815.34381,0.0,-36.0,-2.16,840.77,47.56,27.8
1674230876.731889,0.0,-36.0,-2.14,840.76,47.23,28.31
1674230938.1188593,0.0,-36.0,-2.11,840.77,47.12,28.37
1674230999.5069118,0.0,-36.0,-2.09,840.79,47.13,28.78
1674231060.8950548,0.0,-37.0,-2.06,840.79,46.89,28.96
1674231122.2831202,0.0,-36.0,-2.04,840.78,46.84,29.0
1674231183.6703923,0.0,-36.0,-2.01,840.79,46.7,29.0
1674231245.0586283,0.0,-36.0,-1.99,840.79,46.81,29.1
1674231306.4464824,0.0,-36.0,-1.96,840.78,46.87,29.14
1674231367.833493,0.0,-36.0,-1.93,840.77,46.69,29.26
1674231429.2218106,0.0,-36.0,-1.9,840.78,46.63,29.1
1674231490.6095002,0.0,-36.0,-1.88,840.77,46.73,29.1
1674231551.9970262,0.0,-36.0,-1.86,840.78,46.74,29.16
1674231613.3850646,0.0,-36.0,-1.84,840.78,46.28,29.39
1674231674.7722764,0.0,-36.0,-1.82,840.78,46.02,29.62
1674231736.1593366,0.0,-36.0,-1.81,840.77,46.01,29.2
1674231797.5473096,0.0,-36.0,-1.8,840.77,46.1,29.41
1674231858.9342313,0.0,-36.0,-1.79,840.78,45.95,29.53
1674231920.3222244,0.0,-37.0,-1.78,840.78,46.11,29.53
1674231981.7093334,0.0,-36.0,-1.77,840.79,46.02,30.15
1674232043.0973592,0.0,-36.0,-1.76,840.79,46.03,29.87
1674232104.4858022,0.0,-36.0,-1.75,840.79,46.16,29.55
1674232165.8725452,0.0,-36.0,-1.74,840.8,46.03,29.96
1674232227.2602935,0.0,-39.0,-1.73,840.81,45.72,30.24
1674232288.6476257,0.0,-36.0,-1.72,840.82,45.76,29.98
1674232350.0351713,0.0,-36.0,-1.72,840.83,45.69,30.17
1674232411.4231884,0.0,-36.0,-1.72,840.84,45.72,30.46
1674232535.5112162,0.0,-36.0,-1.71,840.85,45.58,30.0
1674232596.8982818,0.0,-36.0,-1.7,840.86,45.7,29.62
1674232658.2863088,0.0,-37.0,-1.69,840.87,45.86,29.39
1674232719.6733341,0.0,-36.0,-1.66,840.87,46.13,29.18
1674232781.0614655,0.0,-36.0,-1.63,840.88,46.39,29.1
1674232842.4483294,0.0,-38.0,-1.6,840.89,46.38,28.94
1674232903.8353508,0.0,-36.0,-1.57,840.89,46.03,28.88
1674232965.223782,0.0,-36.0,-1.53,840.9,45.71,28.98
1674233026.6108956,0.0,-36.0,-1.5,840.91,45.63,29.02
1674233087.9977758,0.0,-36.0,-1.46,840.92,45.17,29.49
1674233149.3848312,0.0,-36.0,-1.43,840.92,44.02,30.28
1674233210.7733655,0.0,-36.0,-1.4,840.92,43.79,30.33
1674233272.1598756,0.0,-36.0,-1.38,840.93,43.94,30.04
1674233333.5468976,0.0,-37.0,-1.36,840.92,44.05,30.15
1674233394.9344118,0.0,-36.0,-1.34,840.91,44.23,30.11
1674233456.322333,0.0,-37.0,-1.32,840.92,43.9,30.07
1674233517.7095175,0.0,-36.0,-1.3,840.92,43.68,30.19
1674233579.0963337,0.0,-36.0,-1.29,840.92,43.52,30.35
1674233640.484556,0.0,-36.0,-1.28,840.92,43.66,30.42
1674233701.8718026,0.0,-36.0,-1.26,840.93,43.47,30.07
1674233763.2585654,0.0,-36.0,-1.25,840.93,43.63,29.93
1674233824.6465743,0.0,-36.0,-1.23,840.93,43.86,30.39
1674233886.033947,0.0,-36.0,-1.21,840.94,43.39,30.15
1674233947.4206557,0.0,-37.0,-1.19,840.95,43.11,30.28
1674234008.8078754,0.0,-37.0,-1.17,840.95,43.05,30.55
1674234070.194966,0.0,-37.0,-1.16,840.95,43.19,30.04
1674234131.5830703,0.0,-37.0,-1.14,840.97,43.69,29.85
1674234192.9699328,0.0,-37.0,-1.11,840.97,44.0,29.53
1674234254.3574579,0.0,-37.0,-1.08,840.97,43.76,29.22
1674234315.7444057,0.0,-37.0,-1.06,840.98,43.08,29.66
1674234377.1313775,0.0,-37.0,-1.03,840.97,42.77,30.02
1674234438.5184503,0.0,-36.0,-1.02,840.96,42.6,31.05
1674234499.9055204,0.0,-36.0,-1.01,840.96,42.07,31.45
1674234561.292907,0.0,-37.0,-1.01,840.94,41.86,31.66
1674234622.6803205,0.0,-36.0,-1.01,840.93,41.7,31.54
1674234684.0676155,0.0,-37.0,-1.01,840.93,41.68,31.73
1674234745.4549398,0.0,-37.0,-1.01,840.92,41.47,32.22
1674234806.8420117,0.0,-37.0,-1.02,840.9,41.61,32.15
1674234868.229553,0.0,-37.0,-1.02,840.89,41.81,31.95
1674234929.6169977,0.0,-37.0,-1.03,840.88,41.95,32.37
1674234990.9980552,0.0,-36.0,-1.03,840.87,41.74,32.42
1674235052.3850594,0.0,-37.0,-1.04,840.86,41.48,32.47
1674235113.7722814,0.0,-36.0,-1.04,840.84,41.57,32.2
1674235175.159534,0.0,-37.0,-1.04,840.84,41.64,31.61
1674235236.547531,0.0,-37.0,-1.04,840.83,41.86,31.9
1674235297.9345274,0.0,-37.0,-1.03,840.82,42.08,31.47
1674235359.3214903,0.0,-37.0,-1.01,840.81,42.63,30.96
1674235420.7085984,0.0,-37.0,-0.98,840.81,42.39,30.98
1674235482.0957732,0.0,-37.0,-0.96,840.81,42.26,31.19
1674235543.482479,0.0,-37.0,-0.93,840.79,42.16,30.96
1674235604.8660383,0.0,-37.0,-0.89,840.78,42.07,30.26
1674235666.2528298,0.0,-37.0,-0.85,840.77,42.01,30.39
1674235727.6396382,0.0,-40.0,-0.81,840.76,41.99,30.59
1674235789.0271516,0.0,-40.0,-0.77,840.75,41.91,30.71
1674235850.4140613,0.0,-39.0,-0.72,840.74,41.64,31.07
1674235911.8010445,0.0,-39.0,-0.69,840.73,41.34,30.96
1674235973.188105,0.0,-38.0,-0.66,840.72,40.78,32.02
1674236034.5751219,0.0,-38.0,-0.63,840.71,40.71,32.0
1674236158.6626403,0.0,-37.0,-0.6,840.69,40.77,31.66
1674236220.0496697,0.0,-38.0,-0.57,840.69,40.98,31.26
1674236281.4366121,0.0,-40.0,-0.55,840.67,41.02,31.61
1674236342.8237615,0.0,-39.0,-0.52,840.66,40.58,32.07
1674236404.2106702,0.0,-38.0,-0.5,840.65,40.51,31.76
1674236465.5973172,0.0,-37.0,-0.48,840.64,40.61,31.3
1674236526.9840193,0.0,-37.0,-0.46,840.62,40.66,31.42
1674236588.3711817,0.0,-37.0,-0.44,840.61,40.49,32.17
1674236649.7582338,0.0,-38.0,-0.42,840.59,40.35,32.73
1674236711.1451306,0.0,-36.0,-0.41,840.57,40.38,32.25
1674236772.5311608,0.0,-36.0,-0.4,840.56,40.57,31.57
1674236833.91813,0.0,-37.0,-0.38,840.55,40.96,30.5
1674236895.3052895,0.0,-36.0,-0.36,840.55,41.69,30.13
1674236956.691706,0.0,-36.0,-0.33,840.55,40.86,30.5
1674237018.078245,0.0,-36.0,-0.3,840.54,40.64,30.55
1674237079.4656699,0.0,-36.0,-0.27,840.54,40.92,30.42
1674237140.8517492,0.0,-36.0,-0.24,840.53,41.29,30.17
1674237202.2385564,0.0,-36.0,-0.2,840.53,41.38,29.66
1674237263.624861,0.0,-35.0,-0.16,840.52,40.83,29.85
1674237325.0117898,0.0,-35.0,-0.13,840.51,40.72,29.76
1674237386.3947935,0.0,-36.0,-0.1,840.49,41.02,29.24
1674237447.781178,0.0,-36.0,-0.06,840.47,41.44,28.94
1674237509.168255,0.0,-36.0,-0.02,840.46,41.62,29.16
1674237570.5542746,0.0,-36.0,0.01,840.45,40.8,30.39
1674237631.9412582,0.0,-36.0,0.04,840.43,39.99,30.48
1674237693.3272827,0.0,-36.0,0.06,840.43,39.53,30.91
1674237754.7143044,0.0,-36.0,0.07,840.42,39.28,31.47
1674237816.1003451,0.0,-37.0,0.08,840.41,39.35,32.02
1674237877.4874065,0.0,-36.0,0.08,840.4,39.4,31.49
1674237938.8742497,0.0,-36.0,0.08,840.39,39.85,30.91
1674238000.2603736,0.0,-37.0,0.09,840.38,40.11,30.93
1674238061.6477904,0.0,-36.0,0.1,840.37,40.43,30.09
1674238123.0348086,0.0,-36.0,0.11,840.35,40.97,29.41
1674238184.4208233,0.0,-36.0,0.14,840.34,41.01,29.16
1674238245.8080037,0.0,-36.0,0.17,840.32,40.85,28.96
1674238307.1938512,0.0,-36.0,0.2,840.3,40.65,28.98
1674238368.5808687,0.0,-36.0,0.24,840.28,40.72,28.62
1674238429.966875,0.0,-36.0,0.28,840.27,40.76,28.6
1674238491.353398,0.0,-36.0,0.32,840.24,40.49,28.88
1674238552.7403584,0.0,-36.0,0.37,840.22,40.35,28.01
1674238614.1270144,0.0,-36.0,0.42,840.19,40.41,28.22
1674238675.5124047,0.0,-36.0,0.47,840.18,40.35,28.35
1674238736.8994017,0.0,-36.0,0.51,840.17,40.1,28.2
1674238798.2856467,0.0,-36.0,0.56,840.16,39.87,27.95
1674238859.671394,0.0,-36.0,0.6,840.15,39.68,27.77
1674238921.0588562,0.0,-36.0,0.64,840.13,40.33,27.1
1674238982.4448757,0.0,-36.0,0.68,840.13,40.33,26.75
1674239043.8308969,0.0,-36.0,0.72,840.12,40.25,26.89
1674239105.2180445,0.0,-36.0,0.75,840.11,39.44,27.93
1674239166.6038964,0.0,-35.0,0.78,840.09,39.11,28.54
1674239227.9898133,0.0,-35.0,0.8,840.08,39.15,28.2
1674239289.3762448,0.0,-35.0,0.82,840.06,39.42,28.56
1674239350.7630072,0.0,-36.0,0.83,840.03,39.37,28.27
1674239412.1451385,0.0,-36.0,0.85,840.01,39.21,27.88
1674239473.53109,0.0,-36.0,0.87,840.0,39.23,28.03
1674239534.9183965,0.0,-36.0,0.89,839.98,39.22,28.03
1674239596.3044183,0.0,-36.0,0.91,839.96,39.15,27.91
1674239657.690457,0.0,-36.0,0.93,839.94,39.22,27.67
1674239719.0766122,0.0,-36.0,0.96,839.92,39.11,28.03
1674239780.4623728,0.0,-35.0,0.98,839.9,39.0,28.52
1674239841.849365,0.0,-35.0,1.0,839.87,38.88,28.52
1674239903.235915,0.0,-35.0,1.02,839.86,38.75,28.35
1674239964.621898,0.0,-35.0,1.04,839.83,38.83,28.24
1674240026.0076299,0.0,-36.0,1.06,839.81,38.83,28.1
1674240087.393956,0.0,-35.0,1.09,839.79,38.78,27.95
1674240148.780145,0.0,-36.0,1.12,839.77,38.73,27.67
1674240210.166539,0.0,-36.0,1.16,839.75,38.74,27.15
1674240271.5529292,0.0,-35.0,1.2,839.74,38.67,27.08
1674240332.9389532,0.0,-35.0,1.24,839.72,38.73,27.17
1674240394.3254235,0.0,-35.0,1.27,839.71,38.54,27.12
1674240455.7112823,0.0,-35.0,1.31,839.69,38.3,27.15
1674240517.097425,0.0,-36.0,1.34,839.68,38.35,27.45
1674240578.4834871,0.0,-34.0,1.36,839.66,38.21,27.36
1674240639.8697548,0.0,-35.0,1.39,839.65,38.19,27.53
1674240701.255553,0.0,-35.0,1.41,839.63,38.33,27.44
1674240763.1186283,0.0,-36.0,1.44,839.61,38.37,27.36
1674240824.5046306,0.0,-35.0,1.46,839.59,37.81,27.69
1674240885.8909452,0.0,-35.0,1.47,839.58,37.64,27.82
1674240947.2769542,0.0,-32.0,1.48,839.56,37.87,27.49
1674241008.6589,0.0,-34.0,1.49,839.54,38.14,27.2
1674241070.0449224,0.0,-35.0,1.51,839.53,38.3,27.33
1674241131.43124,0.0,-34.0,1.52,839.52,38.29,27.15
1674241192.8173807,0.0,-35.0,1.54,839.52,38.31,26.89
1674241254.2034292,0.0,-34.0,1.56,839.5,38.5,26.68
1674241315.5894737,0.0,-36.0,1.58,839.48,38.54,26.75
1674241376.975485,0.0,-35.0,1.6,839.46,38.58,27.2
1674241438.3614712,0.0,-33.0,1.61,839.44,38.21,27.66
1674241499.7473695,0.0,-37.0,1.62,839.42,38.07,27.88
1674241561.1333668,0.0,-35.0,1.63,839.41,37.92,27.99
1674241622.5193295,0.0,-36.0,1.63,839.39,37.89,28.08
1674241683.905374,0.0,-36.0,1.64,839.38,37.88,28.33
1674241745.291381,0.0,-36.0,1.64,839.38,37.62,28.35
1674241807.4267125,0.0,-36.0,1.64,839.37,37.4,28.84
1674241868.8126214,0.0,-36.0,1.64,839.36,36.73,29.31
1674241924.2894046,0.0,-24.0,5.46,839.38,49.86,28.56
